season,team1,team2,venue,toss_winner,toss_decision,team1_avg_score,team2_avg_score,team1_win_rate,team2_win_rate,h2h_team1_wins,h2h_team2_wins,team1_key_player_fit,team2_key_player_fit,home_advantage,winner
2024,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi Stadium, Hyderabad",Gujarat Titans,field,162,171,0.47,0.54,4,7,1,1,1,Gujarat Titans
2024,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,153,167,0.56,0.56,3,28,1,1,1,Kolkata Knight Riders
2024,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,181,152,0.41,0.47,22,12,0,1,1,Sunrisers Hyderabad
2024,Lucknow Super Giants,Rajasthan Royals,"BRSABV Ekana Cricket Stadium, Lucknow",Rajasthan Royals,field,168,160,0.58,0.49,8,3,1,0,1,Lucknow Super Giants
2024,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,bat,154,167,0.49,0.55,13,17,0,0,1,Kolkata Knight Riders
2024,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,182,148,0.65,0.44,26,2,1,1,1,Chennai Super Kings
2024,Lucknow Super Giants,Chennai Super Kings,"BRSABV Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,166,176,0.5,0.56,4,7,1,0,1,Chennai Super Kings
2024,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,166,165,0.51,0.56,16,10,0,0,1,Royal Challengers Bangalore
2024,Lucknow Super Giants,Chennai Super Kings,"BRSABV Ekana Cricket Stadium, Lucknow",Chennai Super Kings,field,156,164,0.51,0.54,4,8,0,0,1,Chennai Super Kings
2024,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,bat,182,159,0.66,0.41,8,2,1,0,1,Chennai Super Kings
2024,Lucknow Super Giants,Royal Challengers Bangalore,"BRSABV Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,161,179,0.59,0.52,7,3,1,0,1,Lucknow Super Giants
2024,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,160,165,0.52,0.48,10,7,1,0,1,Delhi Capitals
2024,Punjab Kings,Lucknow Super Giants,"IS Bindra Stadium, Mohali",Lucknow Super Giants,field,160,177,0.47,0.5,3,7,0,1,1,Lucknow Super Giants
